day,daily_pnl,cum_pnl,pc_budget,pnl_Fintech Token,pnl_Thrifted Jeans,pnl_UQ Dollar,pnl_Sausage Sizzle,pnl_Bread,pnl_MenuDash,pnl_Sausage,pnl_Liferaft Ticket,pnl_Boat Party Ticket,pos_Fintech Token,pos_Thrifted Jeans,pos_UQ Dollar,pos_Sausage Sizzle,pos_Bread,pos_MenuDash,pos_Sausage,pos_Liferaft Ticket,pos_Boat Party Ticket
332,1622.63,464091.8899999998,97.0,1318.0,-0.0,409.5,195.03,0.0,0.0,0.1,0.0,-300.0,-100,0,100,67,0,100,0,100,-100
333,3282.52,467374.4099999998,97.0,1159.0,-0.0,533.0,220.44,-0.0,750.0,0.08,0.0,620.0,100,0,-100,-60,0,100,0,100,100
334,1862.56,469236.9699999998,97.0,1398.0,0.0,370.5,54.21,0.0,0.0,-0.15,0.0,40.0,-100,18,0,100,0,100,0,100,100
335,-1600.54,467636.4299999998,97.0,-848.0,117.6,0.0,420.0,-0.0,-1500.0,-0.14,0.0,210.0,-100,0,-100,57,0,100,0,100,-100
336,2919.79,470556.2199999998,97.0,465.0,0.0,136.5,68.28,-0.0,1500.0,0.01,0.0,750.0,-100,10,0,100,0,100,0,100,100
337,1154.48,471710.6999999998,97.0,381.0,-86.52,0.0,60.0,-0.0,0.0,0.0,0.0,800.0,-100,19,0,100,0,100,0,100,-100
338,470.0,472180.6999999998,97.0,465.0,-195.0,0.0,390.0,-0.0,750.0,0.0,0.0,-940.0,100,0,-100,46,0,100,0,100,-100
339,-1258.17,470922.5299999998,97.0,-1019.0,0.0,-0.0,150.81,-0.0,-1500.0,0.02,0.0,1110.0,100,0,-100,-42,0,100,0,100,100
340,1936.78,472859.3099999998,97.0,1200.0,-0.0,656.5,50.28,0.0,0.0,0.0,0.0,30.0,100,0,100,46,0,100,0,100,100
341,1068.13,473927.4399999998,97.0,338.0,0.0,500.5,109.6,-0.0,0.0,0.03,0.0,120.0,-100,7,0,100,0,100,0,100,-100
342,-356.9,473570.5399999998,97.0,-461.0,-276.08,0.0,120.0,0.0,750.0,0.18,0.0,-490.0,-100,14,0,100,0,100,0,100,-100
343,-2023.9,471546.6399999998,97.0,-2544.0,810.0,-0.0,300.0,-0.0,-750.0,0.1,0.0,160.0,-100,17,0,-100,0,100,0,100,-100
344,2291.41,473838.04999999976,97.0,-339.0,100.01,-0.0,330.0,-0.0,1500.0,0.4,0.0,700.0,-100,0,100,-47,0,100,0,100,100
345,-667.7,473170.34999999974,97.0,-1330.0,0.0,338.0,84.54,0.0,0.0,-0.24,0.0,240.0,-100,0,-100,-50,0,100,0,100,100
346,4256.2,477426.54999999976,97.0,-1159.0,-0.0,370.5,74.45,-0.0,4500.0,0.25,0.0,470.0,-100,0,100,38,0,-100,0,100,-100
347,297.27,477723.8199999998,97.0,-1266.0,-0.0,-292.5,45.72,-0.0,750.0,0.05,0.0,1060.0,-100,0,100,-43,0,-100,0,100,100
348,3984.6,481708.41999999975,97.0,290.0,0.0,923.0,51.6,-0.0,1500.0,-0.0,0.0,1220.0,-100,0,-100,-47,0,100,0,-100,-100
349,281.33,481989.74999999977,97.0,706.0,-0.0,520.0,225.28,-0.0,-1500.0,0.05,0.0,330.0,-100,18,0,100,0,100,0,-100,-100
350,-115.2,481874.54999999976,97.0,-1321.0,585.8,0.0,180.0,0.0,0.0,0.0,0.0,440.0,-100,24,0,100,0,100,0,-100,100
351,-396.59,481477.95999999973,97.0,686.0,247.59,0.0,120.0,0.0,-1500.0,-0.18,0.0,50.0,-100,14,0,100,0,100,0,-100,100
352,2286.79,483764.7499999997,97.0,-260.0,216.91,-0.0,60.0,0.0,2250.0,-0.12,0.0,20.0,-100,0,100,54,0,100,0,-100,-100
353,-2421.41,481343.33999999973,97.0,-192.0,0.0,-364.0,114.24,-0.0,-1500.0,0.35,0.0,-480.0,-100,0,100,60,0,100,0,-100,-100
354,1183.83,482527.16999999975,97.0,-29.0,0.0,643.5,89.3,-0.0,0.0,0.03,0.0,480.0,-100,0,-100,-53,0,100,0,-100,100
355,3152.05,485679.21999999974,97.0,1521.0,-0.0,253.5,157.7,0.0,1500.0,-0.15,0.0,-280.0,100,21,0,100,0,100,0,-100,100
356,3152.72,488831.9399999997,97.0,64.0,289.0,0.0,60.0,-0.0,1500.0,-0.28,0.0,1240.0,100,0,-100,-48,0,-100,0,-100,-100
357,265.87,489097.8099999997,97.0,1153.0,0.0,195.0,187.59,0.0,-2250.0,0.28,0.0,980.0,-100,0,100,-40,0,-100,0,100,100
358,-597.26,488500.5499999997,97.0,-142.0,0.0,-416.0,71.28,0.0,-750.0,-0.54,0.0,640.0,-100,0,100,43,0,-100,0,100,-100
359,4337.89,492838.4399999997,97.0,418.0,-0.0,559.0,360.92,0.0,2250.0,-0.03,0.0,750.0,-100,7,0,100,0,-100,0,100,100
360,41.68,492880.1199999997,97.0,-1093.0,-196.1,-0.0,420.0,0.0,750.0,0.78,0.0,160.0,-100,0,100,-53,0,100,0,100,100
361,-728.0,492152.1199999997,97.0,-1695.0,0.0,-39.0,96.0,0.0,750.0,0.0,0.0,160.0,-100,0,100,55,0,100,0,-100,-100
362,-373.76,491778.3599999997,97.0,-931.0,-0.0,344.5,232.82,-0.0,0.0,-0.08,0.0,-20.0,-100,0,100,47,0,100,0,100,-100
363,2373.62,494151.9799999997,97.0,856.0,-0.0,97.5,0.0,-0.0,750.0,0.12,0.0,670.0,-100,0,0,96,0,-100,0,100,100
364,1207.46,495359.4399999997,97.0,430.0,0.0,0.0,57.38,0.0,750.0,0.08,0.0,-30.0,-100,0,0,90,0,-100,0,100,100
